Rank   | Player                               |      Elo | Games
588    | Connor Johnson                       |   1690.3 | 87
589    | Andrew Porras                        |   1689.9 | 107
590    | Brenden Chrustie                     |   1689.7 | 37
591    | Tom Hamshire                         |   1689.5 | 36
592    | Adam Camilleri                       |   1689.4 | 67
593    | Ryan Mcleod                          |   1689.3 | 80
594    | Brian Moody                          |   1689.2 | 55
595    | Conar Leach                          |   1689.1 | 83
596    | Cory Schulz                          |   1689.1 | 40
597    | Liam Bath                            |   1688.7 | 121
598    | Michael Georges                      |   1688.7 | 96
599    | Bernd Sorger                         |   1688.2 | 35
600    | Jose Carlos Galvez                   |   1688.0 | 26
601    | Blair Macdonald                      |   1687.4 | 60
602    | Bastian Kry                          |   1687.2 | 121
603    | Henrik Davison                       |   1687.1 | 32
604    | Adam Major                           |   1687.0 | 70
605    | Jens Gottfried                       |   1686.9 | 85
606    | Jort Kassies                         |   1686.8 | 77
607    | Arne Klemens                         |   1686.7 | 20
608    | Dominik Tavernaro                    |   1686.7 | 121
609    | Tyler Devries                        |   1686.7 | 52
610    | Noah Keeth                           |   1686.0 | 111
611    | Vincent Koopmans                     |   1685.7 | 46
612    | Tice Damigo                          |   1685.4 | 38
613    | Matt Lorah                           |   1685.2 | 129
614    | Tim Verbeek                          |   1685.2 | 74
615    | Liu Guanbo ilias                     |   1685.2 | 20
616    | Ben Martin                           |   1685.1 | 88
617    | Marco Esteban                        |   1685.1 | 72
618    | Kasra Houshidar                      |   1684.6 | 161
619    | Ben Cherwien                         |   1684.4 | 143
620    | Simon Baines                         |   1684.4 | 50
621    | Andrejs Isajevs                      |   1684.1 | 37
622    | Dave Murray                          |   1684.1 | 34
623    | Emory Garrett                        |   1683.9 | 54
624    | Johan Eriksson                       |   1683.7 | 60
625    | Caleb Faver                          |   1683.4 | 34
626    | Wyatt Harris                         |   1683.4 | 132
627    | Jannek Lindemann                     |   1683.3 | 38
628    | David DeLisle                        |   1683.2 | 63
629    | Daniel Xerri                         |   1683.2 | 55
630    | Daniel Twitty                        |   1682.9 | 74
631    | Jason Moskalik                       |   1682.3 | 47
632    | Ranchen Li                           |   1682.3 | 51
633    | Andrew Vawter                        |   1681.8 | 103
634    | Dan Morris                           |   1681.6 | 63
635    | Marcos Sokram Mejias                 |   1681.5 | 25
636    | Valentin Puchkarov                   |   1681.5 | 36
637    | Dag Samuelsson                       |   1681.3 | 117
638    | Blake Clotfelter                     |   1681.2 | 52
639    | Chris Hanes                          |   1681.2 | 85
640    | To rapu                              |   1681.0 | 60
641    | David Szymanski                      |   1680.9 | 37
642    | Michele Forgione                     |   1680.8 | 52
643    | Antonín Man                          |   1680.8 | 69
644    | Joel Rodgers                         |   1680.7 | 70
645    | Arcuos - Pedro Delgado               |   1680.7 | 77
646    | Adam Dye                             |   1680.6 | 73
647    | Nick Carpenter                       |   1680.5 | 21
648    | Tony Chew                            |   1680.5 | 65
649    | Casey Glynn                          |   1680.2 | 158
650    | Samuel Smith                         |   1680.1 | 65
651    | Jason Banbury                        |   1680.0 | 45
652    | Tim Royers                           |   1679.9 | 45
653    | Daniel Ngai                          |   1679.9 | 30
654    | Adam Gill                            |   1679.8 | 60
655    | Eric Ramentol                        |   1679.7 | 42
656    | Brian Benn                           |   1679.6 | 41
657    | Jesse Sell                           |   1679.5 | 47
658    | Collin Watts                         |   1679.4 | 125
659    | Mark Pilkington                      |   1679.4 | 67
660    | Kevin Hamilton                       |   1679.1 | 84
661    | Connor McLean                        |   1679.0 | 40
662    | Andrea Guareschi                     |   1678.9 | 113
663    | Joshua Bush                          |   1678.6 | 40
664    | Peyton Preece                        |   1678.6 | 69
665    | rOBIN rOBERTS                        |   1678.4 | 196
666    | Jake Jesionowski                     |   1678.2 | 64
667    | Tom Maher                            |   1677.9 | 66
668    | Dominic Mathews                      |   1677.9 | 52
669    | Scott Blegen                         |   1677.4 | 87
670    | Harout Baltayan                      |   1677.3 | 61
671    | Mike Sanchez                         |   1676.7 | 121
672    | Richard Grint                        |   1676.7 | 76
673    | Jawad Salah                          |   1676.6 | 33
674    | Simone Caroselli                     |   1676.4 | 38
675    | Jolan ALLIX                          |   1676.3 | 34
676    | leigh Churchward                     |   1676.3 | 78
677    | Matthew Allee                        |   1676.3 | 38
678    | Zan Rashid                           |   1676.3 | 45
679    | Zach Meyer                           |   1676.1 | 63
680    | Christopher Johnson                  |   1675.4 | 111
681    | Sam Pope                             |   1675.3 | 25
682    | Sumaythang Srianonantakij            |   1675.2 | 21
683    | Ian Smith                            |   1674.5 | 66
684    | George Gennis                        |   1674.3 | 63
685    | Jonathan Talbot                      |   1674.3 | 55
686    | Ryan Schaum                          |   1674.1 | 42
687    | Luke Beveridge                       |   1674.0 | 66
688    | hector sola arroyo                   |   1673.8 | 40
689    | Raul Valencia                        |   1673.7 | 54
690    | Brandon Roddy                        |   1673.5 | 95
691    | Eero Saukkonen                       |   1673.3 | 77
692    | Kennith! Onyeabor                    |   1673.2 | 208
693    | Mario Barkeeper                      |   1673.0 | 39
694    | David Hall                           |   1672.6 | 141
695    | Lewis Archer                         |   1672.3 | 85
696    | Jeremy Borg                          |   1672.2 | 40
697    | Joshua Cowlard                       |   1672.1 | 109
698    | Brad Townsend                        |   1672.1 | 81
699    | Joshua Birchfield                    |   1672.0 | 18
700    | Daniel Sansone                       |   1672.0 | 60
701    | Austin Howald                        |   1671.9 | 92
702    | Daniel Mindlin                       |   1671.6 | 97
703    | James Ball                           |   1671.6 | 82
704    | Markus Hinson                        |   1671.4 | 78
705    | Caleb Smith                          |   1671.4 | 71
706    | Blair Wilson                         |   1671.2 | 21
707    | Nicolas Ballesteros                  |   1671.1 | 49
708    | Daniel Ström                         |   1670.9 | 83
709    | Neil Burns-Morales                   |   1670.9 | 51
710    | Egoitz Eguillor                      |   1670.6 | 57
711    | Matthew Kulak                        |   1670.6 | 64
712    | Hunter Boyd                          |   1670.5 | 57
713    | Jan-Hagen Rath                       |   1670.4 | 84
714    | Will Whitaker                        |   1670.4 | 66
715    | Brandon Vallee                       |   1670.4 | 102
716    | Richard Kirsch                       |   1670.3 | 32
717    | John Miller                          |   1670.1 | 75
718    | Antoine Boivin                       |   1670.0 | 81
719    | Richard Simms                        |   1670.0 | 86
720    | Jean Masson                          |   1669.7 | 74
